clean_text,sentiment
barang cepet nyampe terima kasih,netral
barang dah sampe kualitas oke respon cepet,positif
thanks pesanannya,positif
pesanan sdh lsg pakai tks,positif
lumayan pengiriman cepat jarak sby jkt,positif
brg sdh diterima sesuai pesanan sipp thamks,positif
serius jualan abal lanjutkan,positif
barangnya terima cukup lama mungkin surabaya jakarta kali respon penjualnya lama butuh hari baru direspon thanks,positif
gan yg pesen kan kok cmn deketr luturnya,netral
sip abis,positif
barang diterima engan baik packing rapi cepat mantap,positif
barang udah keterima sesuai ekspektasi thanks,positif
sipp barang diterima baik n benar kedua kalinya,positif
brg sesuai gambar sip gan thanks,positif
so useful,positif
mantap thankyou,positif
barang diterima terimakasih,positif
oke trims,netral
barang diterima sellernya responsif cepat thanks,positif
enak dipakai pengiriman cepat good job,positif
sangat terpercaya terima kasih tokopedia,positif
brg udah dtg thx,positif
sesuai deskripsi recommended seller,positif
barangvsdh diterima baik fast response sukses slalu thx,positif
mantap gan ukuran nya gede papa cuma latihan doang,positif
barang terima kemarin barang tepat cukup cepat terima kasih,positif
barang masuk packingan tq,positif
terima kasih barang nyampe packing rapi,positif
pelayanan mantap pengiriman jg super cepat beli unit mau beli lg trima kasih,positif
barang terima terima kasih,positif
gan terimakasih,positif
awesome fast and high quality a,positif
kiriman dah bos sip oke trims,positif
terima kasih barang uda diterima,positif
barang cepat sesuai,positif
brg sdh ku trima biar bintang yg bicara,positif
kiriman dah bos sip oke trims,positif
barang sesuai gambar pelayanannya cepat,positif
barang sesuai gambar mantap,positif
barang tujuan aman,positif
new erlangga singosari,positif
makasih baru datang pesanannya,netral
sip mantab sesuai pesanan,positif
ssuaranya sip warnanya kurang cocok gambar,positif
barang bagus sesuai deskripsi rekomended seller pokoknya,positif
packing bagus barang aman barang kondisi bagus,positif
fast response cpt sesuai iklan,positif
respond seller super cepat menit langsung dikirim thxx,positif
barang sesuai deskripsi respon cepat,positif
kualitasnya bagus sesuai denga spec tertulis,positif
net tiang berkialitas sangat bagus,positif
sesuai enak dipakai,positif
pengiriman cepat barang sesuai mkasih,positif
sperti biasa barang sesuai pesanan ntapsouls,positif
bagus recommended seller,netral
sangat responsif sabar ntapsoul lah,positif
barang bagus semoga awet mudah melar,positif
barang diterima terimah kasih,positif
bagus nyaman dipake tq,positif
fast respon barang sesuai recommended seller,positif
barang sesuai pesanan terimakasih,positif
terima kasih,positif
sesuai picture produknya bagus,positif
produk bagus,positif
mantab barang udh gan bagus,positif
paket diterima barang sesuai harga trima kasih,positif
mantap main ama tembok pecah,positif
barang bagus sip,positif
okay barang sdh diterima baik fast respon,positif
mantaap sesuai pesanan recommended seller dah harga murah,positif
kiriman super cepat semoga barang awet,positif
puas kualitas,positif
rekomended lah brg sesuai pesanan n good respon,positif
sip gan okrek siap pake,positif
barang oke harga murah mantap gan,positif
barang bagus gan,positif
keren barangnya thx kaa,positif
mantap makasih gan sukses terus,positif
biarkan bintang bicara,positif
barang diterima terima kasih,positif
sip oke susuai top,positif
respon en pengirimannya cepet,positif
terimakasih kakakk barang bagus siip,positif
barang sesuai pesanan barang cepat tujuan,positif
terima kasih brg terima tepat waktunya,positif
bagus cocok pianika anak terima kasih,positif
paket baru diterima sesuai pesanan,positif
biarkan bintang yg berbicara,positif
barang cepat sesuai harganya,positif
barang bagus tau cocok nggaknya sama pianika krg cpt sis layanannya btw tengkyu so much,positif
pengiriman lumayan cepat,positif
ukuran warna sesuai foto,positif
pas nyaman fast respon mantapp,positif
sip sesuai deskripsi bahannya bagus,positif
makasih pesananx udh,positif
service cepat produk bagus,positif
respon cepat,positif
barang uda diterima gan mantap sesuai deskripsi,positif
bagus mantap tokopedia its,positif
mantab barang udh gan bagus,positif
terima kasih barang sdh nyampe sesuai descrptn,positif
makasih brg dah sampe kekecilan tuker yaa heheh,positif
barang udah yg dateng beda warna yg difoto,negatif
barang gan thanks,positif
terima kasih,netral
kualitas bagus sesuai yg diharapkan pengiriman cepat terima kasih seller,positif
sesuai harga,positif
barang bagus pengiriman cepat recommended seller sangat responsif,positif
barang sesuai deskripsi,positif
produk bagus respon bagus pengiriman lambat padahal sdh menggunakan same day service,positif
pas sesuai pesanan pakai sekarang,positif
makasih gan barang nya bagus,positif
barang diterima terima kasih,positif
thanks uda nyampe barangnya,positif
terimakasih barang sdh terima,positif
brang udh nyape aman,netral
rapih product bagus packing rapih delivery cepat mantap,positif
lumayan oke terimakasih,positif
kiriman cepat barang bagus,positif
barang selamat paket rapih tepat waktu recommend,positif
thanks gan barangnya,positif
makasih brg udh terima baik,positif
kiriman super cepat sekali harusnya kasih bintang,positif
coba lumayan jam bertahan anti fognya,positif
barang diterima lebih bagus model semprot,positif
sdh dicoba pd kaca mata renang tadi pagi lebih bagus dibanding model semprot trims,positif
bagus sempet nyoba moga awet,netral
barang sdh diterima baik thx gan,positif
barang sesuai pesanan,positif
barang selamat respon cepat,positif
mantap cuma kurirnya lelet surabaya sumenep sampe hari,netral
paket diterima baik akurasi kecepatan pelayan perfect,netral
barang sesuai pengiriman cepat,positif
diterima thank you,positif
respon cepat kualitas barang bagus,positif
responnya sangat cepat baik recomended seller barangnya bagus sesuai gambar dab deskripsi top,positif
barang bagus diterima terima kasih,positif
barang udah thank you,positif
barang bagus gan sesuai harapkan,positif
im waited for an old version of primorac carbon but got a new one but it s looks really cool,positif
kurang ramah lebih baik mengirim barang memastikan barang dibeli misalnya melalui bbm,positif
barang bagus sesuai gambar pengiriman cepat nice,positif
barang terima kasih gan,positif
barangnya diterima baik terima kasih prosesnya cepat,positif
terima kasih barang sampe selamat,positif
seller fast respon brg sesuai harga mantab pokoknya,positif
pengiriman sangat cepat barnag bagus recomended seller,positif
mantap cepat barang sesuai permintaan,positif
sip jjghjkiffguioigfddrtuuijjgfdf,positif
mantap barang sesuai pesanan,positif
terlalu alot kayak kurang pelumas,netral
makasih atas kerjasamanya,positif
paket diterima trimakasih,positif
perfecto gan,positif
barang sampaii thankss yaa,positif
cepet kirimnya barang bungkus rapi rusak,positif
barang bagus murah meriah terimakasih,positif
gan makasih,positif
keren packing nya rapi aman makasih banyak very recommended seller,positif
terima kasih barang nyampe langsung hari pelayanan memuaskan cuma konfirmasi slow respon,positif
anak suka puas produk berbau lentur flexible enak dipakai very recommended,positif
barang sesuai deskripsi pas mulut bahan lentur terasa nyaman mulut respon cepat pengiriman cepat rekomen seller olahragaonline,positif
mantap barang bagus,positif
pelayanan cepat pengiriman cepat packaging mantap,positif
layanan tepat waktu sesuai dipromosikan,positif
paket sdh mendarat gan terima kasih,positif
sis makasih cepat pelayanana nya,positif
kualitas produk cukup bagus sangat nyaman digunakan,positif
barang bagys harga murah respon cepat,positif
barang mantab pengiriman jg stengah jam,positif
harga murah meriah berfungsi sama yg mahal klo yg murah apa beli yg mahal,positif
pengiriman lm pengepakan oke brg sesuai pict variasi warnanya banyak seller responsif recommended good luck,positif
bagus sesuai harapan lengkap warnay,netral
good oke,positif
packing bgs brg sesuai deskripsi,positif
respon cepat rekomended,positif
barang sesuai pengiriman cepat,positif
barang gan mantap thanks,positif
mantap fast respon sesuai pesanan,positif
barang sdh diterima sesuai pesanan gan sipp,positif
respond seller super cepat puas belanja disini thxx,positif
barang bagus pengiriman cepat respon penjual sngt baik,positif
thanks barang,positif
terima kasih,positif
produk sesuai pesanan muraahh bangett,positif
warna dipesan berbeda dikirim,netral
terima kasih barang diterima kondisi baik,positif
brang sesui pesanan thanx gan serponnya jg sangat baik,positif
god god,positif
sip cepat memuaskan barang sesuai yg diiklankan tq,positif
barang bagus pengiriman cepat,positif
kualitas melebihi harga nice seller,positif
respon cepat barang berkualitas baik,positif
thanks barang diterima,positif
lumayan oke terimakasih,positif
barang oke murah meriah terimakasih,positif
barang dah diterima sesuai pesanan,positif
barang diterima gan respon cepat packing bagus kondisi barang baik jumlah barang kurang pcs trims iya gan mohon maaf rupanya yg buka paketnya kecil diambilnya dipadang diraketnya mohon maaf gan,positif
layar stopwatch kurang bagus enggak garis pelindungnya pengiriman cepat responsif,positif
barang oke pengiriman cepat semoga awet,positif
mksh gan barang udah nyampe bagus barangnya,positif
fast respons good quality thanks,positif
design bagus nyaman digunakan,positif
barang terimakasih,positif
barang terima hari pengiriman sedikit karat bagian besi nya wajar sesuai gambar,positif
barang bagus sesuai gambar pemasangan mudah pas gitar folk,positif
sesuai deskripsi penjual sangat membantu,positif
fast respon ramah cara bungkus barang yg fragile jd tetap terjaga keamanannya,positif
produk sangat baik harga terjangkau respon penjual cepat recommended seller,positif
good respon bagus barangnya,positif
produk bagus sesuai deskripsi lebih tebal yoga mat umumnya cuma beberapa bagian kurang rapi trim nya overall seller waktu diskusi ditanya warna abu dibilang pas order menit kemudian warna a habis suruh pilih warna tepok jidat no big deal pilih warna barangnya beberapa hari kemudian,positif
warna ternyata muda gpp kualitasnya terlihat lumayan semoga bagus,positif
terima kasih pelayanan ramah cepat produk original packing rapi recommended seller toop pertahanan kan yaa,positif
barang asli pengiriman kualitas nya empuk,positif
sesuai ekspektasi bagus bahannya seller tepat waktu fast response sukses terus god bless,positif
sesuai hrpn,positif
barang sesuai denfan diskripsi produk,positif
produk bagus cuma warna pesanan konfirmasi pembeli biar pilih warna jangan asal kirim pilih merah dikirim abu,positif
bagus tebel empuk paking rapi rekomended,positif
bagus sesuai diskripsi siap digunakan,positif
produk sesuai foto deskripsi packing aman respon seller cepat sukses selalu lapaknya,positif
sesuai deskripsi dijual barang bagus tebal,positif
sesuai foto tebal bagus,positif
barang bagus kl jual shuttlecock leboh komplit,positif
sesuai deskripsi pengiriman super cepat,positif
respon cepat barang sesuai deskripsi pengiriman cepat,positif
oke oke,positif
mantapp betull,positif
sesuai pesanan terima kasih,positif
sangat aman packaging packing rapi,positif
mantap aman sentosa,positif
aman lah packingnya,positif
barang sesuai pesanan sukses,positif
barang diterima baik thx,positif
good product good repackage fast delivery,positif
packing barang harga murah dapet tas yg muat raket senar dipasangin tarikan keras dipasangin grip barang sampainya cepat fisik raketnya bagus mantab dipakainya pokoknya top terima kasih,positif
mantap syg krg bonusy,positif
barang cpt dtg sesuai deskripsi bagus,positif
barang bagus respon cepat pengiriman kilat recommended seller,positif
barangnya bagus sesuai deskripsi bahannya nyaman semoga jd langganan,positif
langganan paling paling puas,positif
makasih seller produk bermanfaat sekali sukses terus yaa,positif
memesan deker kaki dilihat difoto merk remora pas dipakai satunya dinaikkan karen terlalu kecil ternyata ukuran m relatif memang punya remora ukuran remora gunakan acuan penjual memberitahu ukuran m kedua barang sama perlu mberitahukan pembeli pembelian decker ditukarkan sewaktu membeli pertimbangan tersebut jadi bukan sepenuhnya kesalahan penjual punya kewajiban moral menjaga hubungan customers,negatif
good seller sesuai gambar,positif
baik cacat rapi sesuai order,positif
sesuai gbr semoga awet,positif
barang bahan tipis dpakai mngguan sobek tx,positif
thx gan,positif
barang bagus sesuai deskripsi,positif
bola diterima packing yg bagus utuh tks,positif
barang sesuai deskripsi,positif
sesuai deskripsi mantap respon nya gan,positif
barang sesuai pesanan semoga permainan pingpong tambah jos,positif
terima kasih atas pelayanannya semoga makin sukses usahanya,positif
barang sdh terima mantab gan respon rekomen,positif
bagus cleaner,positif
terima kasih gan,positif
